                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    321,                 1.1279,                0.92418,                 1.6889,                0.96006,                  0.825,                0.90251,                0.66914,                    nan,                    nan,                    nan,              0.0013664,              0.0013664,              0.0013664
                    322,                 1.1162,                0.89818,                 1.7698,                0.88233,                    0.8,                 0.8638,                0.59895,                    nan,                    nan,                    nan,              0.0013644,              0.0013644,              0.0013644
                    323,                 1.1904,                0.93052,                 1.8214,                0.88233,                    0.8,                 0.8638,                0.59895,                    nan,                    nan,                    nan,              0.0013624,              0.0013624,              0.0013624
                    324,                 1.1809,                0.95347,                  1.793,                0.79945,                0.69765,                0.72267,                0.43249,                    nan,                    nan,                    nan,              0.0013605,              0.0013605,              0.0013605
                    325,                 1.0627,                0.94136,                 1.6666,                0.79945,                0.69765,                0.72267,                0.43249,                    nan,                    nan,                    nan,              0.0013585,              0.0013585,              0.0013585
                    326,                 1.0708,                0.87357,                 1.6893,                0.81573,                0.66422,                0.73277,                0.45022,                    nan,                    nan,                    nan,              0.0013565,              0.0013565,              0.0013565
                    327,                 1.1131,                0.93318,                 1.7685,                0.81573,                0.66422,                0.73277,                0.45022,                    nan,                    nan,                    nan,              0.0013545,              0.0013545,              0.0013545
                    328,                  1.037,                0.95827,                 1.7712,                0.64609,                   0.55,                0.56079,                0.31062,                    nan,                    nan,                    nan,              0.0013525,              0.0013525,              0.0013525
                    329,                 1.0842,                0.94757,                 1.7311,                0.64609,                   0.55,                0.56079,                0.31062,                    nan,                    nan,                    nan,              0.0013506,              0.0013506,              0.0013506
                    330,                 1.2319,                  1.093,                 1.8757,                0.85923,                0.76316,                 0.8236,                0.52259,                    nan,                    nan,                    nan,              0.0013486,              0.0013486,              0.0013486
                    331,                 1.1855,                0.97589,                 1.7748,                0.85923,                0.76316,                 0.8236,                0.52259,                    nan,                    nan,                    nan,              0.0013466,              0.0013466,              0.0013466
                    332,                 1.0486,                0.90858,                 1.6402,                      1,                0.89713,                0.93001,                0.69291,                    nan,                    nan,                    nan,              0.0013446,              0.0013446,              0.0013446
                    333,                 1.1219,                0.92836,                  1.751,                      1,                0.89713,                0.93001,                0.69291,                    nan,                    nan,                    nan,              0.0013426,              0.0013426,              0.0013426
                    334,                 1.0655,                0.90114,                 1.6392,                0.94577,                 0.8721,                0.91876,                0.66568,                    nan,                    nan,                    nan,              0.0013407,              0.0013407,              0.0013407
                    335,                   1.23,                0.99604,                 1.8129,                0.94577,                 0.8721,                0.91876,                0.66568,                    nan,                    nan,                    nan,              0.0013387,              0.0013387,              0.0013387
                    336,                 1.0571,                0.88337,                 1.6621,                0.97218,                0.87368,                0.92186,                 0.6593,                    nan,                    nan,                    nan,              0.0013367,              0.0013367,              0.0013367
                    337,                 1.1692,                 1.0179,                 1.7917,                0.97218,                0.87368,                0.92186,                 0.6593,                    nan,                    nan,                    nan,              0.0013347,              0.0013347,              0.0013347
                    338,                 1.1837,                 1.0076,                 1.7549,                      1,                0.86434,                0.93041,                0.72808,                    nan,                    nan,                    nan,              0.0013327,              0.0013327,              0.0013327
                    339,                 1.1159,                0.89997,                 1.7368,                      1,                0.86434,                0.93041,                0.72808,                    nan,                    nan,                    nan,              0.0013308,              0.0013308,              0.0013308
                    340,                 1.0507,                0.84531,                 1.6387,                0.98812,                  0.875,                0.93261,                0.72347,                    nan,                    nan,                    nan,              0.0013288,              0.0013288,              0.0013288
                    341,                  1.214,                 1.0152,                 1.7473,                0.98812,                  0.875,                0.93261,                0.72347,                    nan,                    nan,                    nan,              0.0013268,              0.0013268,              0.0013268
                    342,                 1.0501,                0.87075,                 1.6617,                0.97224,                0.87562,                 0.9338,                0.70957,                    nan,                    nan,                    nan,              0.0013248,              0.0013248,              0.0013248
                    343,                 1.1231,                0.97719,                 1.7339,                0.97224,                0.87562,                 0.9338,                0.70957,                    nan,                    nan,                    nan,              0.0013228,              0.0013228,              0.0013228
                    344,                 1.1723,                0.97926,                 1.7798,                 0.9927,                    0.9,                0.92914,                0.70857,                    nan,                    nan,                    nan,              0.0013209,              0.0013209,              0.0013209
                    345,                 1.1265,                0.95227,                 1.7944,                 0.9927,                    0.9,                0.92914,                0.70857,                    nan,                    nan,                    nan,              0.0013189,              0.0013189,              0.0013189
                    346,                 1.1078,                0.88596,                 1.7171,                0.99361,                  0.875,                0.94084,                0.74776,                    nan,                    nan,                    nan,              0.0013169,              0.0013169,              0.0013169
                    347,                 1.0963,                0.96062,                 1.6998,                0.99361,                  0.875,                0.94084,                0.74776,                    nan,                    nan,                    nan,              0.0013149,              0.0013149,              0.0013149
                    348,                 1.1143,                 0.9558,                 1.7488,                0.94675,                    0.9,                0.94104,                0.74521,                    nan,                    nan,                    nan,              0.0013129,              0.0013129,              0.0013129
                    349,                 1.0519,                0.86879,                 1.7263,                0.94675,                    0.9,                0.94104,                0.74521,                    nan,                    nan,                    nan,               0.001311,               0.001311,               0.001311
                    350,                 1.0739,                0.91796,                  1.647,                0.91754,                    0.9,                0.92074,                0.74968,                    nan,                    nan,                    nan,               0.001309,               0.001309,               0.001309
                    351,                 1.0985,                0.93636,                 1.6954,                0.91754,                    0.9,                0.92074,                0.74968,                    nan,                    nan,                    nan,               0.001307,               0.001307,               0.001307
                    352,                 1.1799,                0.94072,                 1.7601,                0.92076,                  0.875,                0.90583,                0.68184,                    nan,                    nan,                    nan,               0.001305,               0.001305,               0.001305
                    353,                   1.04,                   0.84,                 1.6924,                0.92076,                  0.875,                0.90583,                0.68184,                    nan,                    nan,                    nan,               0.001303,               0.001303,               0.001303
                    354,                 1.0371,                0.81025,                 1.6451,                0.92418,                  0.875,                0.91901,                0.74154,                    nan,                    nan,                    nan,              0.0013011,              0.0013011,              0.0013011
                    355,                 1.0119,                0.90908,                 1.6138,                0.92418,                  0.875,                0.91901,                0.74154,                    nan,                    nan,                    nan,              0.0012991,              0.0012991,              0.0012991
                    356,                  1.094,                 0.9367,                 1.7845,                0.97283,                0.89529,                0.92421,                0.74196,                    nan,                    nan,                    nan,              0.0012971,              0.0012971,              0.0012971
                    357,                0.98468,                0.88498,                 1.6149,                0.97283,                0.89529,                0.92421,                0.74196,                    nan,                    nan,                    nan,              0.0012951,              0.0012951,              0.0012951
                    358,                 1.0092,                0.90929,                 1.6754,                 0.9709,                    0.9,                0.92898,                0.74078,                    nan,                    nan,                    nan,              0.0012931,              0.0012931,              0.0012931
                    359,                 1.0556,                0.90862,                  1.709,                 0.9709,                    0.9,                0.92898,                0.74078,                    nan,                    nan,                    nan,              0.0012912,              0.0012912,              0.0012912
                    360,                 1.1214,                0.95404,                 1.7045,                0.94137,                  0.925,                0.92675,                0.73118,                    nan,                    nan,                    nan,              0.0012892,              0.0012892,              0.0012892
                    361,                 1.0196,                0.91219,                 1.6437,                0.94137,                  0.925,                0.92675,                0.73118,                    nan,                    nan,                    nan,              0.0012872,              0.0012872,              0.0012872
                    362,                0.99116,                 0.8194,                   1.61,                0.96697,                  0.875,                 0.9129,                0.66142,                    nan,                    nan,                    nan,              0.0012852,              0.0012852,              0.0012852
                    363,                0.92494,                0.88944,                 1.5902,                0.96697,                  0.875,                 0.9129,                0.66142,                    nan,                    nan,                    nan,              0.0012832,              0.0012832,              0.0012832
                    364,                  1.055,                0.83248,                 1.6272,                0.97192,                0.86553,                0.91063,                0.64753,                    nan,                    nan,                    nan,              0.0012813,              0.0012813,              0.0012813
                    365,                 1.0085,                0.81903,                 1.6961,                0.97192,                0.86553,                0.91063,                0.64753,                    nan,                    nan,                    nan,              0.0012793,              0.0012793,              0.0012793
                    366,                 1.0778,                 1.0107,                 1.6744,                0.97127,                0.84518,                0.90707,                0.68216,                    nan,                    nan,                    nan,              0.0012773,              0.0012773,              0.0012773
                    367,                 1.0383,                0.86577,                   1.67,                0.97127,                0.84518,                0.90707,                0.68216,                    nan,                    nan,                    nan,              0.0012753,              0.0012753,              0.0012753
                    368,                  1.013,                  0.778,                 1.6874,                0.98961,                   0.85,                0.92753,                0.74317,                    nan,                    nan,                    nan,              0.0012733,              0.0012733,              0.0012733
                    369,                0.97996,                0.80541,                 1.6197,                0.98961,                   0.85,                0.92753,                0.74317,                    nan,                    nan,                    nan,              0.0012714,              0.0012714,              0.0012714
                    370,                 1.0759,                 1.0031,                 1.7612,                 0.9712,                0.84328,                0.92982,                0.75343,                    nan,                    nan,                    nan,              0.0012694,              0.0012694,              0.0012694
                    371,                 1.0431,                0.88473,                 1.6519,                 0.9712,                0.84328,                0.92982,                0.75343,                    nan,                    nan,                    nan,              0.0012674,              0.0012674,              0.0012674
                    372,                0.95232,                0.79474,                 1.6486,                0.98625,                   0.85,                 0.9321,                0.77099,                    nan,                    nan,                    nan,              0.0012654,              0.0012654,              0.0012654
                    373,                0.96121,                0.84444,                 1.5833,                0.98625,                   0.85,                 0.9321,                0.77099,                    nan,                    nan,                    nan,              0.0012634,              0.0012634,              0.0012634
                    374,                 1.0161,                0.87465,                 1.6955,                0.96547,                   0.85,                0.93398,                0.73948,                    nan,                    nan,                    nan,              0.0012615,              0.0012615,              0.0012615
                    375,                 1.0668,                0.87948,                 1.6441,                0.96547,                   0.85,                0.93398,                0.73948,                    nan,                    nan,                    nan,              0.0012595,              0.0012595,              0.0012595
                    376,                 1.0761,                0.86713,                 1.6187,                0.96628,                    0.9,                0.93114,                0.69525,                    nan,                    nan,                    nan,              0.0012575,              0.0012575,              0.0012575
                    377,                0.86914,                0.70873,                  1.523,                0.96628,                    0.9,                0.93114,                0.69525,                    nan,                    nan,                    nan,              0.0012555,              0.0012555,              0.0012555
                    378,                 1.0514,                0.95169,                 1.6494,                0.94463,                    0.9,                0.93068,                0.70587,                    nan,                    nan,                    nan,              0.0012535,              0.0012535,              0.0012535
                    379,                 1.0075,                0.82787,                 1.5861,                0.94463,                    0.9,                0.93068,                0.70587,                    nan,                    nan,                    nan,              0.0012516,              0.0012516,              0.0012516
                    380,                 1.0851,                0.89799,                 1.7321,                0.90342,                    0.8,                0.88389,                0.68036,                    nan,                    nan,                    nan,              0.0012496,              0.0012496,              0.0012496
                    381,                  1.015,                0.87528,                 1.6311,                0.90342,                    0.8,                0.88389,                0.68036,                    nan,                    nan,                    nan,              0.0012476,              0.0012476,              0.0012476
                    382,                  1.063,                0.88264,                 1.6003,                0.94207,                  0.775,                0.88545,                0.65602,                    nan,                    nan,                    nan,              0.0012456,              0.0012456,              0.0012456
                    383,                 1.1276,                0.93008,                 1.7586,                0.94207,                  0.775,                0.88545,                0.65602,                    nan,                    nan,                    nan,              0.0012436,              0.0012436,              0.0012436
                    384,                 0.9934,                0.79891,                 1.5852,                0.98515,                  0.875,                0.92782,                0.74506,                    nan,                    nan,                    nan,              0.0012417,              0.0012417,              0.0012417
                    385,                0.97699,                0.82868,                 1.6039,                0.98515,                  0.875,                0.92782,                0.74506,                    nan,                    nan,                    nan,              0.0012397,              0.0012397,              0.0012397
                    386,                 1.0194,                 0.8401,                 1.6763,                      1,                0.89663,                0.93602,                0.77095,                    nan,                    nan,                    nan,              0.0012377,              0.0012377,              0.0012377
                    387,                0.95665,                0.85749,                 1.6186,                      1,                0.89663,                0.93602,                0.77095,                    nan,                    nan,                    nan,              0.0012357,              0.0012357,              0.0012357
                    388,                0.91342,                0.80016,                 1.5209,                0.99727,                    0.9,                0.95445,                0.78836,                    nan,                    nan,                    nan,              0.0012337,              0.0012337,              0.0012337
                    389,                0.88411,                0.77475,                 1.5348,                0.99727,                    0.9,                0.95445,                0.78836,                    nan,                    nan,                    nan,              0.0012318,              0.0012318,              0.0012318
                    390,                0.84141,                0.74165,                 1.4932,                0.99627,                    0.9,                0.95081,                0.76797,                    nan,                    nan,                    nan,              0.0012298,              0.0012298,              0.0012298
                    391,                0.97955,                0.80338,                 1.6225,                0.99627,                    0.9,                0.95081,                0.76797,                    nan,                    nan,                    nan,              0.0012278,              0.0012278,              0.0012278
                    392,                  0.992,                0.79421,                 1.6372,                0.99447,                    0.9,                 0.9541,                0.79137,                    nan,                    nan,                    nan,              0.0012258,              0.0012258,              0.0012258
                    393,                 1.0223,                0.80501,                 1.6139,                0.99447,                    0.9,                 0.9541,                0.79137,                    nan,                    nan,                    nan,              0.0012238,              0.0012238,              0.0012238
                    394,                  1.049,                 0.8343,                 1.6429,                0.99554,                    0.9,                0.95376,                0.79532,                    nan,                    nan,                    nan,              0.0012219,              0.0012219,              0.0012219
                    395,                0.89789,                0.78961,                  1.521,                0.99554,                    0.9,                0.95376,                0.79532,                    nan,                    nan,                    nan,              0.0012199,              0.0012199,              0.0012199
                    396,                 0.9507,                0.77343,                 1.5664,                0.99573,                    0.9,                0.95649,                0.77026,                    nan,                    nan,                    nan,              0.0012179,              0.0012179,              0.0012179
                    397,                0.90221,                0.81273,                 1.4904,                0.99573,                    0.9,                0.95649,                0.77026,                    nan,                    nan,                    nan,              0.0012159,              0.0012159,              0.0012159
                    398,                0.96631,                0.88354,                 1.6296,                0.96995,                    0.9,                0.95637,                0.75703,                    nan,                    nan,                    nan,              0.0012139,              0.0012139,              0.0012139
                    399,                  1.021,                0.81192,                 1.6016,                0.96995,                    0.9,                0.95637,                0.75703,                    nan,                    nan,                    nan,               0.001212,               0.001212,               0.001212
                    400,                 1.0873,                0.86089,                 1.6357,                0.96711,                    0.9,                0.94427,                  0.737,                    nan,                    nan,                    nan,                0.00121,                0.00121,                0.00121
                    401,                0.97898,                0.82409,                 1.6099,                0.96711,                    0.9,                0.94427,                  0.737,                    nan,                    nan,                    nan,               0.001208,               0.001208,               0.001208
                    402,                 1.0167,                0.77268,                 1.6587,                0.91659,                    0.9,                0.92816,                0.73419,                    nan,                    nan,                    nan,               0.001206,               0.001206,               0.001206
                    403,                0.86888,                0.68102,                 1.4974,                0.91659,                    0.9,                0.92816,                0.73419,                    nan,                    nan,                    nan,               0.001204,               0.001204,               0.001204
                    404,                 1.0436,                0.91055,                 1.7141,                0.86868,                0.82691,                0.90097,                0.67521,                    nan,                    nan,                    nan,              0.0012021,              0.0012021,              0.0012021
                    405,                0.95417,                0.79451,                 1.5604,                0.86868,                0.82691,                0.90097,                0.67521,                    nan,                    nan,                    nan,              0.0012001,              0.0012001,              0.0012001
                    406,                 1.0583,                0.83977,                 1.6448,                0.91541,                   0.85,                0.88934,                0.67668,                    nan,                    nan,                    nan,              0.0011981,              0.0011981,              0.0011981
                    407,                 1.0405,                0.76605,                 1.5524,                0.91541,                   0.85,                0.88934,                0.67668,                    nan,                    nan,                    nan,              0.0011961,              0.0011961,              0.0011961
                    408,                 1.0801,                0.87447,                 1.6581,                0.82328,                   0.85,                0.88577,                0.59416,                    nan,                    nan,                    nan,              0.0011941,              0.0011941,              0.0011941
                    409,                0.98698,                0.77109,                 1.5821,                0.82328,                   0.85,                0.88577,                0.59416,                    nan,                    nan,                    nan,              0.0011922,              0.0011922,              0.0011922
                    410,                0.93589,                0.80654,                 1.5467,                0.92342,                0.90451,                0.93044,                0.67579,                    nan,                    nan,                    nan,              0.0011902,              0.0011902,              0.0011902
                    411,                0.94458,                0.74288,                 1.5991,                0.92342,                0.90451,                0.93044,                0.67579,                    nan,                    nan,                    nan,              0.0011882,              0.0011882,              0.0011882
                    412,                  0.941,                0.74325,                 1.5661,                0.99281,                  0.875,                0.93619,                0.75139,                    nan,                    nan,                    nan,              0.0011862,              0.0011862,              0.0011862
                    413,                0.90788,                0.70437,                 1.5065,                0.99281,                  0.875,                0.93619,                0.75139,                    nan,                    nan,                    nan,              0.0011842,              0.0011842,              0.0011842
                    414,                0.93252,                0.80486,                 1.5589,                0.99093,                  0.875,                0.93645,                0.75665,                    nan,                    nan,                    nan,              0.0011823,              0.0011823,              0.0011823
                    415,                0.98834,                0.79319,                 1.5665,                0.99093,                  0.875,                0.93645,                0.75665,                    nan,                    nan,                    nan,              0.0011803,              0.0011803,              0.0011803
                    416,                0.95085,                0.71571,                 1.5637,                0.89737,                 0.8744,                0.93246,                0.74218,                    nan,                    nan,                    nan,              0.0011783,              0.0011783,              0.0011783
                    417,                0.94169,                0.77559,                 1.5441,                0.89737,                 0.8744,                0.93246,                0.74218,                    nan,                    nan,                    nan,              0.0011763,              0.0011763,              0.0011763
                    418,                0.95196,                0.73834,                 1.5228,                0.91505,                  0.875,                0.94371,                0.74911,                    nan,                    nan,                    nan,              0.0011743,              0.0011743,              0.0011743
                    419,                0.96641,                0.82186,                 1.4995,                0.91505,                  0.875,                0.94371,                0.74911,                    nan,                    nan,                    nan,              0.0011724,              0.0011724,              0.0011724
                    420,                0.98775,                0.74766,                 1.5915,                0.98647,                  0.875,                0.96078,                0.79394,                    nan,                    nan,                    nan,              0.0011704,              0.0011704,              0.0011704
                    421,                0.94967,                0.81564,                 1.5787,                0.98647,                  0.875,                0.96078,                0.79394,                    nan,                    nan,                    nan,              0.0011684,              0.0011684,              0.0011684
                    422,                 1.1431,                0.91701,                 1.6462,                0.96959,                    0.9,                0.96503,                0.79219,                    nan,                    nan,                    nan,              0.0011664,              0.0011664,              0.0011664
                    423,                0.99291,                0.78259,                 1.6119,                0.96959,                    0.9,                0.96503,                0.79219,                    nan,                    nan,                    nan,              0.0011644,              0.0011644,              0.0011644
                    424,                0.98101,                0.79926,                 1.6138,                0.97714,                    0.9,                 0.9574,                0.74768,                    nan,                    nan,                    nan,              0.0011625,              0.0011625,              0.0011625
                    425,                0.94837,                0.78409,                 1.5519,                0.97714,                    0.9,                 0.9574,                0.74768,                    nan,                    nan,                    nan,              0.0011605,              0.0011605,              0.0011605
                    426,                0.96371,                0.70809,                 1.5139,                0.98479,                    0.9,                0.95162,                0.74229,                    nan,                    nan,                    nan,              0.0011585,              0.0011585,              0.0011585
                    427,                0.89692,                0.77558,                 1.5027,                0.98479,                    0.9,                0.95162,                0.74229,                    nan,                    nan,                    nan,              0.0011565,              0.0011565,              0.0011565
                    428,                 1.0072,                0.80199,                 1.5615,                      1,                0.89671,                0.94465,                0.73856,                    nan,                    nan,                    nan,              0.0011545,              0.0011545,              0.0011545
                    429,                0.90254,                0.79487,                  1.488,                      1,                0.89671,                0.94465,                0.73856,                    nan,                    nan,                    nan,              0.0011526,              0.0011526,              0.0011526
                    430,                 1.0874,                0.87224,                 1.6516,                0.99594,                    0.9,                0.95783,                0.76303,                    nan,                    nan,                    nan,              0.0011506,              0.0011506,              0.0011506
                    431,                 0.9565,                0.73971,                 1.5443,                0.99594,                    0.9,                0.95783,                0.76303,                    nan,                    nan,                    nan,              0.0011486,              0.0011486,              0.0011486
                    432,                0.96149,                0.79661,                 1.6126,                0.98747,                    0.9,                0.96992,                0.77364,                    nan,                    nan,                    nan,              0.0011466,              0.0011466,              0.0011466
                    433,                0.90129,                 0.7352,                 1.5232,                0.98747,                    0.9,                0.96992,                0.77364,                    nan,                    nan,                    nan,              0.0011446,              0.0011446,              0.0011446
                    434,                0.97721,                0.75633,                 1.4919,                0.99152,                    0.9,                0.96102,                0.78959,                    nan,                    nan,                    nan,              0.0011427,              0.0011427,              0.0011427
                    435,                0.96732,                0.72153,                 1.5398,                0.99152,                    0.9,                0.96102,                0.78959,                    nan,                    nan,                    nan,              0.0011407,              0.0011407,              0.0011407
